url,name,role,image,ind,true_count,almost_true_count,misleading_count,no_data_count,false_count,outrageous_count
/profiles/ghorbani.html,یوسف قربانی,فرمانده هوانیروز ارتش,https://factnameh.com/wp-content/uploads/2020/05/Factnameh-yousef-ghorbani-225x225.jpg?t=1588868082,1,0,0,0,0,1,0
/profiles/tabatabaienejad.html,یوسف طباطبایی‌نژاد,امام جمعه اصفهان,https://factnameh.com/wp-content/uploads/2017/07/Factnameh-Yousef-TabatabaeiNejad-225x225.jpg?t=1537801567,2,0,0,0,0,1,0
/profiles/rahimsafavi.html,یحیی رحیم‌صفوی,دستیار و مشاور عالی رهبری ایران  ,https://factnameh.com/wp-content/uploads/2017/12/Factnameh-Rahim-Safavi-225x225.jpg?t=1537801783,3,0,0,0,0,1,0
/profiles/seif.html,ولی‌الله سیف,رییس سابق بانک مرکزی,https://factnameh.com/wp-content/uploads/2018/05/Factnameh-valiallah-seifi-225x225.png?t=1537801881,4,0,0,0,0,1,0
/profiles/health-ministry.html,وزارت بهداشت,,https://factnameh.com/wp-content/uploads/2020/03/behdasht-225x150.jpg?t=1584735360,5,0,0,1,0,0,0
/profiles/ghobadidana.html,وحید قبادی دانا,رییس سازمان بهزیستی,https://factnameh.com/wp-content/uploads/2019/01/Factnameh-vahid-ghobadi-225x225.png?t=1548788725,6,0,1,0,0,0,0
/profiles/haghanian.html,وحید حقانیان,معاون امور ویژه دفتر رهبری,https://factnameh.com/wp-content/uploads/2017/11/Factnameh-Vahid-Haghanian-225x225.jpg?t=1537801493,7,0,0,0,0,1,0
/profiles/hengameh-shahidi.html,هنگامه شهیدی,روزنامه‌نگار,https://factnameh.com/wp-content/uploads/2018/06/Factnameh-hengameh-shahidi-225x225.png?t=1537802153,8,1,0,0,0,0,0
/profiles/hashemi.html,همایون هاشمی,نماینده میاندوآب در مجلس,https://factnameh.com/wp-content/uploads/2018/08/Factnameh-homayoun-hashemi-225x225.png?t=1537802041,9,0,0,0,1,0,0
/profiles/nouraldin-pirmoazen.html,نورالدین پیرموذن,پزشک و نماینده پیشین مجلس,https://factnameh.com/wp-content/uploads/2021/02/Factnameh-nouraldin-pirmoazen-225x225.jpg?t=1612491581,10,0,0,0,0,1,0
/profiles/noor-pahlavi.html,نور پهلوی,فرزند شاهزاده رضا پهلوی,https://factnameh.com/wp-content/uploads/2020/05/Factnameh-noor-pahlavi-225x225.jpg?t=1590087809,11,0,0,0,0,0,1
/profiles/mousavi-largani.html,ناصر موسوی لارگانی,نماینده فلاورجان در مجلس,https://factnameh.com/wp-content/uploads/2020/08/Factnameh-naser-mousavi-largani-225x225.jpg?t=1598476791,12,0,0,0,0,1,0
/profiles/makarem.html,ناصر مکارم شیرازی,مرجع تقلید شیعه,https://factnameh.com/wp-content/uploads/2019/01/Factnameh-makarem-shirazi-225x225.png?t=1548176215,13,0,0,0,0,1,0
/profiles/ghazipour.html,نادر قاضی‌پور,نماینده ارومیه در مجلس,https://factnameh.com/wp-content/uploads/2020/05/Factnameh-nader-ghazipour-225x225.jpg?t=1589237547,14,1,0,0,0,0,0
/profiles/mowlavi-abdolhamid.html,مولوی عبدالحمید اسماعیل زهی,امام جمعه اهل سنت زاهدان ,https://factnameh.com/wp-content/uploads/2017/09/abdolhamid-225x225.jpg?t=1537801636,15,0,0,0,0,1,0
/profiles/mehran-ahmadi.html,مهران احمدی,بازیگر و کارگردان,https://factnameh.com/wp-content/uploads/2020/05/Factnameh-mehran-ahmadi-225x225.jpg?t=1588284111,16,0,0,0,0,1,0
/profiles/chamran.html,مهدی چمران,رییس پیشین شورای شهر تهران,https://factnameh.com/wp-content/uploads/2017/09/chamran-225x225.jpg?t=1537801598,17,0,0,0,0,1,0
/profiles/mehdi-bayati.html,مهدی بیاتی,کارشناس حجاب و عفاف,https://factnameh.com/wp-content/uploads/2021/08/Factnameh-Profiles-Bayati-225x225.png?t=1628603320,18,0,0,0,0,0,1
/profiles/gholami.html,منصور غلامی,وزیر علوم,https://factnameh.com/wp-content/uploads/2017/10/Factnameh-Mansour-Gholami-225x225.jpg?t=1537801570,19,0,0,0,0,1,0
/profiles/ebtekar.html,معصومه ابتکار,معاون امور زنان و خانواده رییس جمهوری,https://factnameh.com/wp-content/uploads/2019/02/Factnameh-masoumeh-ebtekar-225x225.png?t=1549649705,20,3,1,0,1,3,0
/profiles/press.html,مطبوعات و رسانه‌ها,نشریات چاپی و آنلاین,https://factnameh.com/wp-content/uploads/2017/06/press-225x225.png?t=1537801776,21,3,4,7,0,27,14
/profiles/hashemitaba.html,مصطفی هاشمی‌طبا,نامزد انتخابات,https://factnameh.com/wp-content/uploads/2017/05/Factnameh-HashemiTaba.jpg?t=1537801490,22,0,0,0,1,0,0
/profiles/mirsalim.html,مصطفی میرسلیم,عضو مجمع تشخیص مصلحت نظام,https://factnameh.com/wp-content/uploads/2017/05/Factnameh-Mostafa-Mirsalim-225x225.jpg?t=1537801446,23,0,0,0,0,1,0
/profiles/kavakebian.html,مصطفی کواکبیان,نماینده تهران در مجلس,https://factnameh.com/wp-content/uploads/2018/02/Factnameh-mostafa-kavakebian-225x225.jpg?t=1537801927,24,0,0,0,0,1,0
/profiles/tajzadeh.html,مصطفی تاجزاده,فعال سیاسی اصلاح‌طلب,https://factnameh.com/wp-content/uploads/2018/09/tajzadeh-225x225.png?t=1537802033,25,1,1,0,0,0,0
/profiles/mashreghnews.html,مشرق نیوز,پایگاه خبری,https://factnameh.com/wp-content/uploads/2021/07/Web-Designed-Dy-Mashreq-News-225x225.jpeg?t=1626184062,26,0,0,0,0,0,1
/profiles/masih-alinejad.html,مسیح علی‌نژاد,روزنامه‌نگار و کنشگر مدنی,https://factnameh.com/wp-content/uploads/2018/08/Factnameh-masih-alinejad-225x225.png?t=1537802074,27,0,0,0,0,1,0
/profiles/nili.html,مسعود نیلی,مشاور اقتصادی رییس‌جمهوری,https://factnameh.com/wp-content/uploads/2017/12/Factnameh-Masoud-Nili-225x225.jpg?t=1537801799,28,1,0,0,0,0,0
/profiles/soltanifar.html,مسعود سلطانی‌فر,وزیر ورزش و جوانان,https://factnameh.com/wp-content/uploads/2018/12/Factnameh-masoud-soltanifar-225x225.png?t=1543870076,29,0,1,0,1,0,0
/profiles/vaezi.html,محمود واعظی,رییس دفتر ریاست جمهوری,https://factnameh.com/wp-content/uploads/2020/02/Factnameh-mahmoud-vaezi-225x225.png?t=1580942284,30,0,0,0,0,1,1
/profiles/alavi.html,محمود علوی,وزیر اطلاعات,https://factnameh.com/wp-content/uploads/2019/04/Factnameh-mahmoud-alavi-225x225.png?t=1556208435,31,0,1,0,0,0,0
/profiles/ahmadinejad.html,محمود احمدی‌نژاد,رییس‌جمهور سابق,https://factnameh.com/wp-content/uploads/2017/05/Factnameh-Mahmoud-Ahmadinejad-225x225.jpg?t=1537801432,32,0,0,0,0,2,2
/profiles/ahmadi-bighash.html,محمود احمدی‌بیغش,نماینده شازند در مجلس,https://factnameh.com/wp-content/uploads/2020/11/Factnameh-ahmadi-bighash-225x225.jpg?t=1605798657,33,0,0,0,0,1,0
/profiles/m-k-modaressi.html,محمدکاظم مدرسی,نایب‌رئیس شورای حوزه علمیه یزد,https://factnameh.com/wp-content/uploads/2020/07/Factnameh-mohammad-kazem-modaresi-225x225.jpg?t=1595950592,34,0,0,0,0,2,0
/profiles/najafi.html,محمدعلی نجفی,شهردار تهران,https://factnameh.com/wp-content/uploads/2017/10/Factnameh-Mohammad-Najafi-225x225.jpg?t=1537801551,35,1,0,0,0,0,0
/profiles/movahedi-kermani.html,محمدعلی موحدی کرمانی,عضو مجمع تشخیص مصلحت نظام,https://factnameh.com/wp-content/uploads/2018/11/Factnameh-movahedikermani-225x225.png?t=1541088639,36,0,0,1,0,0,0
/profiles/jafari.html,محمدعلی جعفری,فرمانده پیشین سپاه پاسداران انقلاب اسلامی,https://factnameh.com/wp-content/uploads/2019/02/Factnameh-mohammadali-jafari-225x225.png?t=1549727956,37,0,0,0,0,1,0
/profiles/mr-yousefi.html,محمدرضا یوسفی,استاد اقتصاد دانشگاه مفید,https://factnameh.com/wp-content/uploads/2019/10/Factnameh-mohammad-reza-yousefi-225x225.png?t=1571767718,38,0,0,0,0,2,0
/profiles/naghdi.html,محمدرضا نقدی,معاون هماهنگ‌کننده سپاه,https://factnameh.com/wp-content/uploads/2018/11/Factnameh-mohmmadreza-naghdi-225x225.png?t=1542311892,39,0,0,0,0,2,0
/profiles/m-r-bahonar.html,محمدرضا باهنر,فعال سیاسی اصول‌گرا,https://factnameh.com/wp-content/uploads/2020/08/Factnameh-mohammad-reza-bahonar-225x225.jpg?t=1597930926,40,0,0,0,0,1,0
/profiles/badamchi.html,محمدرضا بادامچی,نماینده تهران در مجلس,https://factnameh.com/wp-content/uploads/2019/12/badamchi-225x231.png?t=1576862714,41,0,0,0,0,0,1
/profiles/safarharndi.html,محمدحسین صفارهرندی,عضو مجمع تشخیص مصلحت نظام,https://factnameh.com/wp-content/uploads/2021/06/Factnameh-Profiles-Picture-SafarHarandi-225x225.png?t=1624641731,42,0,0,0,0,1,0
/profiles/%d9%85%d8%ad%d9%85%d8%af%d8%ad%d8%b3%db%8c%d9%86-%d8%ad%d9%85%db%8c%d8%af%db%8c.html,محمدحسین حمیدی,رئیس پلیس راهور تهران بزرگ,https://factnameh.com/wp-content/uploads/2021/08/Factnameh-Profiles-Picture-Hamidi-225x225.png?t=1628003503,43,0,0,1,0,0,0
/profiles/aboutorabifard.html,محمدحسن ابوترابی‌فرد,امام جمعه موقت تهران,https://factnameh.com/wp-content/uploads/2019/12/Factnameh-aboutorabi-fard-225x225.png?t=1576003502,44,0,0,0,0,1,0
/profiles/mj-larijani.html,محمدجواد لاریجانی,دبیر ستاد حقوق بشر قوه قضاییه,https://factnameh.com/wp-content/uploads/2017/06/Factnameh-Javad-Larijani-1-225x225.jpg?t=1537801767,45,0,0,0,0,1,0
/profiles/zarif.html,محمدجواد ظریف,وزیر پیشین امور خارجه,https://factnameh.com/wp-content/uploads/2017/09/zarif-225x225.jpg?t=1537801675,46,0,1,2,1,5,1
/profiles/abtahi.html,محمدجواد ابطحی,نماینده خمینی‌شهر در مجلس,https://factnameh.com/wp-content/uploads/2018/08/Factnameh-mohammad-javad-abtahi-225x225.png?t=1537802064,47,0,0,0,0,0,1
/profiles/jahromi.html,محمدجواد آذری‌جهرمی,وزیر ارتباطات و فناوری اطلاعات,https://factnameh.com/wp-content/uploads/2017/08/Factnameh-Azari-Jahromi-225x225.jpg?t=1537801725,48,1,1,0,0,5,0
/profiles/nanakar.html,محمدجعفر نعناکار,مدیرکل حقوقی سازمان فناوری اطلاعات,https://factnameh.com/wp-content/uploads/2019/12/nanakar-225x214.png?t=1575308832,49,0,0,0,0,1,0
/profiles/montazeri.html,محمدجعفر منتظری,دادستان کل کشور,https://factnameh.com/wp-content/uploads/2018/10/Factnameh-mohammad-jafar-montazeri-225x225.png?t=1540332620,50,0,0,0,0,1,0
/profiles/ghalibaf.html,محمدباقر قالیباف,رییس مجلس شورای اسلامی,https://factnameh.com/wp-content/uploads/2017/05/Factnameh-MouhamadBagher-Ghalibaf-225x225.jpg?t=1537801459,51,0,0,1,0,3,1
/profiles/m-e-akbari.html,محمداسماعیل اکبری,مشاور عالی پیشین وزیر بهداشت,https://factnameh.com/wp-content/uploads/2021/01/Mohammad-Esmaeil-Akbari-225x225.png?t=1611936644,52,0,0,0,0,1,2
/profiles/yazdi.html,محمد یزدی,عضو شورای نگهبان,https://factnameh.com/wp-content/uploads/2017/11/Factnameh-Mohammad-Yazdi-225x225.jpg?t=1537801489,53,0,0,0,0,1,0
/profiles/%d9%85%d8%ad%d9%85%d8%af-%d9%86%d8%b9%db%8c%d9%85-%d8%a7%d9%85%db%8c%d9%86%db%8c%e2%80%8c%d9%81%d8%b1%d8%af.html,محمد نعیم امینی‌فرد,نماینده ایرانشهر در مجلس,https://factnameh.com/wp-content/uploads/2018/08/Factnameh-mohammad-naeem-aminifar-225x225.png?t=1537802066,54,0,1,0,0,0,0
/profiles/movahedi-azad.html,محمد موحدی آزاد,دادستان انتظامی قضات,https://factnameh.com/wp-content/uploads/2020/06/Factnameh-Mohammad-Movahedi-azad-225x225.jpg?t=1591826793,55,0,0,0,0,1,0
/profiles/ghomi.html,محمد قمی, رئیس سازمان تبلیغات اسلامی,https://factnameh.com/wp-content/uploads/2020/06/Factnameh-mohammad-ghomi-225x225.jpg?t=1592861328,56,0,0,0,0,1,0
/profiles/mohammad-gharazi.html,محمد غرضی,وزیر پیشین نفت، پست، تلگراف و تلفن,https://factnameh.com/wp-content/uploads/2021/05/Factnameh-Mohammad-Gharazi-225x225.jpeg?t=1620307905,57,0,0,0,1,0,0
/profiles/mshariatmadari.html,محمد شریعتمداری,وزیر تعاون، کار و رفاه اجتماعی,https://factnameh.com/wp-content/uploads/2018/11/Factnameh-mohammad-shariatmadari-225x225.png?t=1542918184,58,1,0,0,0,0,0
/profiles/fazel-lankarani.html,محمد جواد فاضل لنکرانی,رئیس مرکز فقهی ائمه اطهار,https://factnameh.com/wp-content/uploads/2020/06/Factnameh-m-javad-fazel-lankarani-225x225.jpg?t=1593195508,59,0,0,0,1,0,0
/profiles/jamali-nobandegani.html,محمد جواد جمالی نوبندگانی,نماینده فسا در مجلس,https://factnameh.com/wp-content/uploads/2018/07/Factnameh-javad-jamali-nobandegani-225x225.png?t=1537801941,60,0,0,0,0,1,0
/profiles/tarahomi.html,محمد ترحمی,مدیرکل حقوقی و امور مجلس ستاد مبارزه با مواد مخدر,https://factnameh.com/wp-content/uploads/2019/11/Factnameh-mohhammad-tarahomi-225x225.png?t=1572644141,61,0,1,0,0,1,0
/profiles/mohammad-eslami.html,محمد اسلامی,وزیر راه و شهرسازی,https://factnameh.com/wp-content/uploads/2019/10/Factnameh-mohammad-eslami-225x225.png?t=1569948981,62,0,1,0,0,1,0
/profiles/mohsen-hashemi.html,محسن هاشمی,رییس شورای شهر تهران,https://factnameh.com/wp-content/uploads/2019/10/Factnameh-mohsen-hashemi-225x225.png?t=1571252280,63,1,0,0,0,1,0
/profiles/mehralizadeh.html,محسن مهرعلیزاده,سیاستمدار اصلاح‌طلب,https://factnameh.com/wp-content/uploads/2021/06/mehralizadeh1-225x252.png?t=1623035991,64,0,0,2,1,3,0
/profiles/rezaie.html,محسن رضایی,دبیر مجمع تشخیص مصلحت نظام,https://factnameh.com/wp-content/uploads/2021/03/Factnameh-Mohsen-Rezaei-225x225.jpg?t=1616172937,65,0,0,1,0,5,0
/profiles/dehnavi.html,محسن دهنوی,نماینده تهران در مجلس,https://factnameh.com/wp-content/uploads/2020/06/Factnameh-mohsen-dehnavi-225x225.jpg?t=1593020820,66,0,0,0,0,1,0
/profiles/m-hajimirzaei.html,محسن حاجی‌میرزایی,وزیر آموزش و پرورش,https://factnameh.com/wp-content/uploads/2019/09/Factnameh-mohsen-hajimirzaei-225x225.png?t=1568223818,67,0,0,0,0,1,0
/profiles/jahroodi.html,محسن جهرودی,مدیرعامل سایپا,https://factnameh.com/wp-content/uploads/2018/05/Factnameh-mohsen-jahromi-225x225.png?t=1537801887,68,0,0,0,0,1,0
/profiles/majid-hosseini.html,مجید حسینی,استادیار دانشگاه,https://factnameh.com/wp-content/uploads/2019/07/Factnameh-majid-hosseini-225x225.png?t=1563218872,69,1,0,0,0,1,0
/profiles/tafreshi.html,مجید تفرشی,معاون امور بین‌الملل ستاد حقوق بشر,https://factnameh.com/wp-content/uploads/2019/11/Factnameh-majid-tafreshi-225x225.png?t=1574965893,70,0,0,0,0,1,0
/profiles/zonnour.html,مجتبی ذوالنور,نماینده قم در مجلس,https://factnameh.com/wp-content/uploads/2018/07/Factnameh-mojtaba-zolnour-225x225.png?t=1537801942,71,0,0,0,0,1,0
/profiles/shams.html,ماشاالله شمس‌الواعظین,روزنامه‌نگار,https://factnameh.com/wp-content/uploads/2017/11/Factnameh-ShamsolVaezin-225x225.jpg?t=1537801526,72,0,0,0,0,1,0
